hsn_code,name,category,category_code
73079390,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : BUTT WELDING FITTINGS : OTHER",Articles of iron or steel,73
730799,Other,Articles of iron or steel,73
73079910,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : OTHER : GALVANISED",Articles of iron or steel,73
73079990,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : OTHER : OTHER",Articles of iron or steel,73
7308,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK- GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS,...",Articles of iron or steel,73
730810,"ARTICLES OF IRON OR STEEL~Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames ...",Articles of iron or steel,73
73081000,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
730820,Towers and lattice masts,Articles of iron or steel,73
73082011,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
73082019,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
73082020,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
730830,"ARTICLES OF IRON OR STEEL~Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames ...",Articles of iron or steel,73
73083000,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
730840,"ARTICLES OF IRON OR STEEL~Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames ...",Articles of iron or steel,73
73084000,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
730890,Other,Articles of iron or steel,73
73089010,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
73089020,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
73089030,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
73089040,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
73089050,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
73089060,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
73089070,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
73089090,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",Articles of iron or steel,73
7309,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT",Articles of iron or steel,73
730900,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",Articles of iron or steel,73
73090010,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",Articles of iron or steel,73
73090020,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",Articles of iron or steel,73
73090030,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",Articles of iron or steel,73
73090040,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",Articles of iron or steel,73
73090090,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",Articles of iron or steel,73
7310,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQU...",Articles of iron or steel,73
731010,Of a capacity of 50 l or more,Articles of iron or steel,73
73101010,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",Articles of iron or steel,73
73101020,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",Articles of iron or steel,73
73101090,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",Articles of iron or steel,73
731021,Cans which are to be closed by soldering or crimping,Articles of iron or steel,73
73102110,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",Articles of iron or steel,73
73102190,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",Articles of iron or steel,73
731029,Other,Articles of iron or steel,73
73102910,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",Articles of iron or steel,73
73102920,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",Articles of iron or steel,73
73102990,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",Articles of iron or steel,73
7311,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL",Articles of iron or steel,73
731100,"Containers for compressed or liquefied gas, of iron or steel",Articles of iron or steel,73
73110010,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL - CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL : LIQUEFIED PETROLEUM GAS (LPG) CYLINDER",Articles of iron or steel,73
73110020,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL - CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL : LOW PRESSURE CYLINDER (WORKING PRESSURE UP TO 35.2 KG/SQ.CM OTHER THAN LPG)",Articles of iron or steel,73
73110030,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL - CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL : HIGH PRESSURE CYLINDER (WORKING PRESSURE EXCEEDING 35.2 KG/SQ.CM)",Articles of iron or steel,73
73110090,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL - CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL : OTHER",Articles of iron or steel,73
7312,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED",Articles of iron or steel,73
731210,"Stranded wire, ropes and cables",Articles of iron or steel,73
73121010,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - STRANDED WIRE, ROPES AND CABLES : WIRE ROPES, BLACK",Articles of iron or steel,73
73121020,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - STRANDED WIRE, ROPES AND CABLES : WIRE ROPES, GALVANISED",Articles of iron or steel,73
73121030,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - STRANDED WIRE, ROPES AND CABLES : STRANDED WIRE",Articles of iron or steel,73
73121090,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - STRANDED WIRE, ROPES AND CABLES : OTHER",Articles of iron or steel,73
731290,"ARTICLES OF IRON OR STEEL~Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not",Articles of iron or steel,73
73129000,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - OTHER",Articles of iron or steel,73
7313,"BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL",Articles of iron or steel,73
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel",Articles of iron or steel,73
73130010,"BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL - BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWIS...",Articles of iron or steel,73
73130020,"BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL - BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWIS...",Articles of iron or steel,73
7314,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - Woven cloth",Articles of iron or steel,73
731412,"ARTICLES OF IRON OR STEEL~Cloth (including endless bands), grill,",Articles of iron or steel,73
73141200,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - WOVEN CLOTH : ENDLESS BANDS FOR MACHINERY, OF STAINLESS STEEL",Articles of iron or steel,73
73141300,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - WOVEN CLOTH : OTHER ENDLESS BANDS FOR MACHINERY",Articles of iron or steel,73
731414,"Other woven cloth, of stainless steel",Articles of iron or steel,73
73141410,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - WOVEN CLOTH : OTHER WOVEN CLOTH, OF STAINLESS STEEL : WIRE GAUZE (WIRE CLOTH, WIRE MESH)",Articles of iron or steel,73
73141490,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - WOVEN CLOTH : OTHER WOVEN CLOTH, OF STAINLESS STEEL : OTHER",Articles of iron or steel,73
731419,Other,Articles of iron or steel,73
73141910,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - WOVEN CLOTH : OTHER : WIRE GAUZE (WIRE CLOTH, WIRE MESH)",Articles of iron or steel,73
73141990,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - WOVEN CLOTH : OTHER : OTHER",Articles of iron or steel,73
731420,"Grill, netting and fencing, welded at the intersection, of wire with a maximum crosssectional dimension of 3 mm or more and having a mesh size of 100 cm2 or more",Articles of iron or steel,73
73142010,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - GRILL, NETTING AND FENCING, WELDED AT THE INTERSECTION, OF WIRE WITH A MAXIMUM CROSSSECTIONAL DIMENSION OF 3 MM OR MORE AND HAVING A MES...",Articles of iron or steel,73
73142090,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - GRILL, NETTING AND FENCING, WELDED AT THE INTERSECTION, OF WIRE WITH A MAXIMUM CROSSSECTIONAL DIMENSION OF 3 MM OR MORE AND HAVING A MES...",Articles of iron or steel,73
731431,"ARTICLES OF IRON OR STEEL~Cloth (including endless bands), grill,",Articles of iron or steel,73
73143100,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - OTHER GRILL, NETTING AND FENCING, WELDED AT THE INTERSECTION : PLATED OR COATED WITH ZINC",Articles of iron or steel,73
731439,"ARTICLES OF IRON OR STEEL~Cloth (including endless bands), grill,",Articles of iron or steel,73
73143900,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - OTHER GRILL, NETTING AND FENCING, WELDED AT THE INTERSECTION : OTHER",Articles of iron or steel,73
731441,Plated or coated with zinc,Articles of iron or steel,73
73144110,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - OTHER CLOTH, GRILL, NETTING AND FENCING : PLATED OR COATED WITH ZINC : WIRE NETTING",Articles of iron or steel,73
73144190,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - OTHER CLOTH, GRILL, NETTING AND FENCING : PLATED OR COATED WITH ZINC : OTHER",Articles of iron or steel,73
731442,Coated with plastics,Articles of iron or steel,73
73144210,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - OTHER CLOTH, GRILL, NETTING AND FENCING : COATED WITH PLASTICS : WIRE NETTING",Articles of iron or steel,73
73144290,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - OTHER CLOTH, GRILL, NETTING AND FENCING : COATED WITH PLASTICS : OTHER",Articles of iron or steel,73
731449,Other,Articles of iron or steel,73
73144910,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - OTHER CLOTH, GRILL, NETTING AND FENCING : OTHER : WIRE NETTING",Articles of iron or steel,73
73144990,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - OTHER CLOTH, GRILL, NETTING AND FENCING : OTHER : OTHER",Articles of iron or steel,73
731450,"ARTICLES OF IRON OR STEEL~Cloth (including endless bands), grill,",Articles of iron or steel,73
73145000,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - EXPANDED METAL",Articles of iron or steel,73
7315,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL",Articles of iron or steel,73
731511,"ARTICLES OF IRON OR STEEL~Chain and parts thereof, of iron or steel~Roller chain",Articles of iron or steel,73
73151100,ROLLER CHAIN,Articles of iron or steel,73
731512,Other chain,Articles of iron or steel,73
73151210,LIFTING AND HOISTING CHAIN,Articles of iron or steel,73
73151220,SHIP CHAIN,Articles of iron or steel,73
73151290,OTHER,Articles of iron or steel,73
731519,"ARTICLES OF IRON OR STEEL~Chain and parts thereof, of iron or steel~Parts",Articles of iron or steel,73
73151900,PARTS,Articles of iron or steel,73
731520,"ARTICLES OF IRON OR STEEL~Chain and parts thereof, of iron or steel~Skid chain",Articles of iron or steel,73
73152000,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL - ARTICULATED LINK CHAIN AND PARTS THEREOF : SKID CHAIN",Articles of iron or steel,73
731581,"ARTICLES OF IRON OR STEEL~Chain and parts thereof, of iron or steel~Stud-link",Articles of iron or steel,73
73158100,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL - OTHER CHAIN : STUD-LINK",Articles of iron or steel,73
731582,"ARTICLES OF IRON OR STEEL~Chain and parts thereof, of iron or steel~Other, welded link",Articles of iron or steel,73
73158200,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL - OTHER CHAIN : OTHER, WELDED LINK",Articles of iron or steel,73
731589,"ARTICLES OF IRON OR STEEL~Chain and parts thereof, of iron or steel~Other",Articles of iron or steel,73
73158900,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL - OTHER CHAIN : OTHER",Articles of iron or steel,73
731590,"ARTICLES OF IRON OR STEEL~Chain and parts thereof, of iron or steel~Other parts",Articles of iron or steel,73
73159000,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL - OTHER PARTS",Articles of iron or steel,73
7316,"ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL",Articles of iron or steel,73
731600,"Anchors, grapnels and parts thereof, of iron or steel",Articles of iron or steel,73
73160010,"ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL - ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL : ANCHORS AND GRAPNELS",Articles of iron or steel,73
73160090,"ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL - ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL : PARTS",Articles of iron or steel,73
7317,"NAILS, TACKS, DRAWING PINS, CORRUGATED NAILS, STAPLES (OTHER THAN THOSE OF HEADING 8305) AND SIMILAR ARTICLES, OF IRON OR STEEL, WHETHER OR NOT WITH HEADS OF OTHER MATERIAL, BUT EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER",Articles of iron or steel,73
731700,"Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 8305) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper",Articles of iron or steel,73
73170011,"NAILS, TACKS, DRAWING PINS, CORRUGATED NAILS, STAPLES (OTHER THAN THOSE OF HEADING 8305) AND SIMILAR ARTICLES, OF IRON OR STEEL, WHETHER OR NOT WITH HEADS OF OTHER MATERIAL, BUT EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER - NAILS, TACKS, DRAWING PINS, C...",Articles of iron or steel,73
73170012,"NAILS, TACKS, DRAWING PINS, CORRUGATED NAILS, STAPLES (OTHER THAN THOSE OF HEADING 8305) AND SIMILAR ARTICLES, OF IRON OR STEEL, WHETHER OR NOT WITH HEADS OF OTHER MATERIAL, BUT EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER - NAILS, TACKS, DRAWING PINS, C...",Articles of iron or steel,73
73170013,"NAILS, TACKS, DRAWING PINS, CORRUGATED NAILS, STAPLES (OTHER THAN THOSE OF HEADING 8305) AND SIMILAR ARTICLES, OF IRON OR STEEL, WHETHER OR NOT WITH HEADS OF OTHER MATERIAL, BUT EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER - NAILS, TACKS, DRAWING PINS, C...",Articles of iron or steel,73
73170019,"NAILS, TACKS, DRAWING PINS, CORRUGATED NAILS, STAPLES (OTHER THAN THOSE OF HEADING 8305) AND SIMILAR ARTICLES, OF IRON OR STEEL, WHETHER OR NOT WITH HEADS OF OTHER MATERIAL, BUT EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER - NAILS, TACKS, DRAWING PINS, C...",Articles of iron or steel,73
73170021,"NAILS, TACKS, DRAWING PINS, CORRUGATED NAILS, STAPLES (OTHER THAN THOSE OF HEADING 8305) AND SIMILAR ARTICLES, OF IRON OR STEEL, WHETHER OR NOT WITH HEADS OF OTHER MATERIAL, BUT EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER - NAILS, TACKS, DRAWING PINS, C...",Articles of iron or steel,73
